PooledfundId,PooledFundName,AllocationSourceId,AllocationYear,ChfProjectCode,PlannedMen,PlannedWomen,PlannedBoys,PlannedGirls,PlannedTotal,ActualMen,ActualWomen,ActualBoys,ActualGirls,ActualTotal
53,Ethiopia,2,2017,ETH-17/DDA-3379/ETH-17/DDA-3379/N/NGO/6838,0,14767,4671,4725,24163,0,13780,4302,4482,22564
53,Ethiopia,2,2017,ETH-17/DDA-3379/ETH-17/DDA-3379/P/INGO/6916,535,490,0,0,1025,469,850,0,0,1319
53,Ethiopia,2,2017,ETH-17/DDA-3379/ETH-17/DDA-3379/P/INGO/6917,1430,3880,1540,3650,10500,1139,1063,3362,5645,11209
53,Ethiopia,1,2017,ETH-17/DDA-3379/CP/N/INGO/7328,246,2322,3382,3382,9332,301,10616,8756,9610,29283
53,Ethiopia,1,2017,ETH-17/DDA-3379/CP/N/INGO/7612,0,0,1442,1696,3138,1179,5584,1873,2221,10857
53,Ethiopia,1,2017,ETH-17/DDA-3379/CP/N/INGO/7628,0,6953,5516,5741,18210,0,4443,2332,2425,9200
53,Ethiopia,1,2017,ETH-17/DDA-3379/CP/N/NGO/7632,0,2017,5944,6185,14146,0,5091,6760,7058,18909
53,Ethiopia,1,2017,ETH-17/DDA-3379/CP/WASH-NFI/ES/INGO/7660,29022,43408,7254,10852,90536,8812,10645,2280,2754,24491
53,Ethiopia,1,2017,ETH-17/DDA-3379/CP/N/UN/7664,0,3500,8000,8000,19500,0,3500,7865,7866,19231
53,Ethiopia,2,2018,ETH-18/DDA-3379/SA1/N-H/INGO/8964,1454,7283,6411,7531,22679,147,722,191,233,1293
53,Ethiopia,2,2018,ETH-18/DDA-3379/SA1/A/INGO/8985,110201,108264,200311,197821,616597,97365,97910,90483,87229,372987
53,Ethiopia,2,2018,ETH-18/DDA-3379/SA1/N/NGO/8991,0,1065,3809,3965,8839,0,2423,1216,1264,4903
53,Ethiopia,2,2018,ETH-18/DDA-3379/SA1/N/NGO/8992,0,1758,4963,5164,11885,0,3509,1522,1602,6633
53,Ethiopia,2,2018,ETH-18/DDA-3379/SA1/N-H/INGO/8993,2339,16304,9098,9098,36839,1799,4099,469,493,6860
53,Ethiopia,2,2018,ETH-18/DDA-3379/SA1/H/UN/9041,17640,18360,19110,19890,75000,15700,16720,18235,19723,70378
53,Ethiopia,2,2018,ETH-18/DDA-3379/SA1/N/INGO/9043,0,5233,4803,5204,15240,0,1651,1477,1526,4654
53,Ethiopia,2,2018,ETH-18/DDA-3379/SA1/H/NGO/9049,16024,16281,3086,3134,38525,4866,6456,3316,2987,17625
53,Ethiopia,2,2018,ETH-18/DDA-3379/SA1/N/INGO/9063,62,13353,9600,9993,33008,1891,15775,5533,5789,28988
53,Ethiopia,2,2018,ETH-18/DDA-3379/SA1/WASH/INGO/9090,25504,24503,6251,6251,62509,14785,16017,1285,1393,33480
53,Ethiopia,2,2018,ETH-18/DDA-3379/SA1/WASH/INGO/9100,2091,2301,0,0,4392,0,0,0,0,0
53,Ethiopia,2,2018,ETH-18/DDA-3379/SA2/H/NGO/9633,12459,12263,2399,2361,29482,6297,10269,5370,5664,27600
53,Ethiopia,2,2018,ETH-18/DDA-3379/SA2/N/NGO/9645,0,4988,9967,10374,25329,0,7926,3011,3211,14148
53,Ethiopia,2,2018,ETH-18/DDA-3379/SA2/WASH/INGO/9651,10299,10276,8325,8289,37189,0,0,0,0,0
53,Ethiopia,2,2018,ETH-18/DDA-3379/SA2/H/NGO/9659,19504,19200,3754,3694,46152,2696,4012,1319,1207,9234
53,Ethiopia,2,2018,ETH-18/DDA-3379/SA2/N/NGO/9663,0,4500,5449,5457,15406,0,5749,2357,2629,10735
53,Ethiopia,2,2018,ETH-18/DDA-3379/SA2/N/INGO/9672,0,4637,3527,3671,11835,0,4178,4299,4354,12831
72,Iraq,2,2015,IRQ-15/3884/SA/H/NGO/1745,11000,14000,2000,3000,30000,11372,8980,3117,2981,26450
72,Iraq,2,2015,IRQ-15/3884/SA/H/INGO/1746,14025,13475,11025,11475,50000,5399,7879,5544,5028,23850
72,Iraq,2,2015,IRQ-15/3884/SA/F/NGO/1756,1969,2480,1607,2244,8300,2550,2497,1665,2335,9047
72,Iraq,2,2015,IRQ-15/3884/SA/P/NGO/1758,1970,1855,0,0,3825,1980,1897,0,0,3877
72,Iraq,2,2015,IRQ-15/3884/SA/CCCM/INGO/1759,0,0,0,0,0,6623,6925,8280,8281,30109
72,Iraq,2,2015,IRQ-15/3884/SA/P/INGO/1760,200,50,50,100,400,181,708,65,74,1028
72,Iraq,2,2015,IRQ-15/3884/SA/F/NGO/1761,5000,6000,2500,3000,16500,5661,6794,2830,3400,18685
72,Iraq,2,2015,IRQ-15/3884/SA/WASH/INGO/1770,5520,5520,6000,6960,24000,8210,8210,10450,10450,37320
72,Iraq,2,2015,IRQ-15/3884/SA/ELSC/NGO/1778,497,561,360,406,1824,329,390,568,576,1863
72,Iraq,2,2015,IRQ-15/3884/SA/NFIs/NGO/1779,943,1230,779,1148,4100,1478,1647,1154,1031,5310
72,Iraq,2,2015,IRQ-15/3884/SA/WASH/NGO/1780,24843,25685,22551,24921,98000,13556,13003,10865,10466,47890
72,Iraq,2,2015,IRQ-15/3884/SA/E/INGO/1785,284,426,1664,2496,4870,611,361,1910,1995,4877
72,Iraq,2,2015,IRQ-15/3884/SA/ELSC/INGO/1786,240,1040,550,1000,2830,484,823,1670,4163,7140
72,Iraq,2,2015,IRQ-15/3884/SA/WASH/INGO/1787,3737,3622,3983,3850,15192,8599,8119,6068,6063,28849
72,Iraq,2,2015,IRQ-15/3884/SA/ELSC/INGO/1788,526,593,380,429,1928,544,607,440,503,2094
72,Iraq,2,2015,IRQ-15/3884/SA/WASH/INGO/1791,2609,2609,3044,2610,10872,2752,2871,2985,2688,11296
72,Iraq,2,2015,IRQ-15/3884/SA/WASH/INGO/1793,84486,84486,56325,56325,281622,248957,260273,316854,305538,1131622
72,Iraq,2,2015,IRQ-15/3884/SA/WASH/INGO/1794,4410,4590,1500,1500,12000,3989,4266,1330,1422,11007
72,Iraq,2,2015,IRQ-15/3884/SA/H/INGO/1795,4043,4208,3307,3442,15000,580,775,666,557,2578
72,Iraq,2,2015,IRQ-15/3884/SA/H/UN/1803,152267,158483,124852,129668,565270,132216,126927,137505,132216,528864
72,Iraq,2,2015,IRQ-15/3884/SA/P/NGO/1807,0,45000,0,19700,64700,0,36264,0,27165,63429
72,Iraq,2,2015,IRQ-15/3884/SA/P/INGO/1808,100,100,400,400,1000,245,262,1917,1527,3951
72,Iraq,2,2015,IRQ-15/3884/SA/WASH/INGO/1814,6338,6552,6055,6055,25000,12072,13795,4483,4138,34488
72,Iraq,2,2015,IRQ-15/3884/SA/H/INGO/1815,14950,17550,16250,16250,65000,10669,10068,9932,8360,39029
72,Iraq,2,2015,IRQ-15/3884/SA/H/INGO/1816,4940,8320,6760,5980,26000,4072,6816,4701,4811,20400
72,Iraq,2,2015,IRQ-15/3884/SA/WASH/NGO/1817,261521,256573,521397,466509,1506000,2546,3265,2168,2782,10761
72,Iraq,2,2015,IRQ-15/3884/SA/NFIs/NGO/1818,200,380,820,600,2000,200,380,820,600,2000
72,Iraq,2,2015,IRQ-15/3884/SA/WASH/INGO/1819,11875,14250,10687,10688,47500,12064,14527,10833,10834,48258
72,Iraq,2,2015,IRQ-15/3884/SA/NFIs/INGO/1822,2888,3006,983,983,7860,1789,1947,2210,2134,8080
72,Iraq,2,2015,IRQ-15/3884/SA/NFIs/INGO/1823,1874,1951,637,638,5100,1546,1631,1604,1615,6396
72,Iraq,2,2015,IRQ-15/3884/SA/F/UN/1870,12348,12852,0,0,25200,12348,12852,0,0,25200
72,Iraq,2,2015,IRQ-15/3884/SA/H/UN/1871,21600,32400,9000,9000,72000,30855,33520,22874,27814,115063
72,Iraq,2,2015,IRQ-15/3884/SA/E/UN/1872,0,0,4905,4905,9810,160,127,6028,4891,11206
72,Iraq,2,2015,IRQ-15/3884/SA/NFIs/INGO/1965,1637,1577,882,882,4978,1418,1369,1327,1236,5350
72,Iraq,2,2015,IRQ-15/3884/SA/WASH/UN/1966,39015,37485,37485,36015,150000,52964,50887,50886,48891,203628
72,Iraq,2,2015,IRQ-15/3884/SA/H/UN/1970,0,0,2449878,2353807,4803685,0,0,1890106,1967254,3857360
72,Iraq,2,2015,IRQ-15/3884/SA/P/INGO/1972,400,600,1000,1500,3500,666,433,2875,2691,6665
72,Iraq,1,2016,IRQ-16/3884/RA/CASH/INGO/2401,176,244,0,0,420,333,75,0,0,408
72,Iraq,1,2016,IRQ-16/3884/RA/CASH/INGO/2402,747,801,561,561,2670,1284,1252,0,0,2536
72,Iraq,1,2016,IRQ-16/3884/RA/CASH/INGO/2430,200,840,510,850,2400,471,323,749,855,2398
72,Iraq,2,2016,IRQ-16/3884/ST/H/NGO/2540,9900,7800,6600,5700,30000,15478,12966,4200,4139,36783
72,Iraq,2,2016,IRQ-16/3884/ST/F/NGO/2541,1335,3360,1065,2240,8000,1486,3739,1186,2493,8904
72,Iraq,2,2016,IRQ-16/3884/ST/WASH/NGO/2542,3600,14400,7200,10800,36000,4973,19898,9950,14925,49746
72,Iraq,2,2016,IRQ-16/3884/ST/CCS/UN/2543,27000,6750,1100,350,35200,42883,10802,729,205,54619
72,Iraq,2,2016,IRQ-16/3884/ST/WASH/INGO/2556,31056,28308,10510,10971,80845,31182,28720,10667,11488,82057
72,Iraq,2,2016,IRQ-16/3884/ST/ELSC/INGO/2568,900,900,1800,1800,5400,1864,2132,693,639,5328
72,Iraq,2,2016,IRQ-16/3884/ST/H/INGO/2569,11500,13500,12500,12500,50000,13847,15640,13250,13298,56035
72,Iraq,2,2016,IRQ-16/3884/ST/F/NGO/2570,3969,4131,3381,3519,15000,3549,3485,4112,3891,15037
72,Iraq,2,2016,IRQ-16/3884/ST/WASH/NGO/2573,12392,11902,9936,9543,43773,12003,11513,9547,9135,42198
72,Iraq,2,2016,IRQ-16/3884/ST/H/INGO/2575,9876,10699,8417,8417,37409,15066,38968,11585,12141,77760
72,Iraq,2,2016,IRQ-16/3884/ST/P/UN/2576,0,24000,0,6800,30800,0,36846,0,40148,76994
72,Iraq,2,2016,IRQ-16/3884/ST/H/INGO/2578,3873,6482,4575,4471,19401,3914,6549,4622,4517,19602
72,Iraq,2,2016,IRQ-16/3884/ST/F/UN/2582,1305,1080,1125,990,4500,1193,988,1029,906,4116
72,Iraq,2,2016,IRQ-16/3884/ST/H/UN/2588,0,216459,0,21400,237859,0,222218,0,25365,247583
72,Iraq,2,2016,IRQ-16/3884/ST/NFIs/UN/2589,5066,5946,5505,5505,22022,6857,7759,5437,5299,25352
72,Iraq,2,2016,IRQ-16/3884/ST/H/UN/2590,16065,27247,9844,9844,63000,25081,31521,21466,22494,100562
72,Iraq,2,2016,IRQ-16/3884/ST/WASH/INGO/2593,10702,11138,9878,10282,42000,17856,18588,19347,20139,75930
72,Iraq,2,2016,IRQ-16/3884/ST/CCCM/UN/2594,200,200,200,200,800,584,584,482,472,2122
72,Iraq,2,2016,IRQ-16/3884/ST/H/NGO/2609,1203,1191,814,792,4000,1504,1489,1017,990,5000
72,Iraq,2,2016,IRQ-16/3884/ST/P/INGO/2610,50,50,4312,4313,8725,96,152,5611,4659,10518
72,Iraq,2,2016,IRQ-16/3884/ST/NFIs/NGO/2611,936,897,1024,1060,3917,936,897,1024,1060,3917
72,Iraq,2,2016,IRQ-16/3884/ST/F/NGO/2619,2300,2190,1875,1800,8165,2031,2465,1874,3236,9606
72,Iraq,2,2016,IRQ-16/3884/ST/CCS/UN/2630,188,0,0,0,188,188,0,0,0,188
72,Iraq,2,2016,IRQ-16/3884/ST/WASH/INGO/2632,7223,7825,1584,1718,18350,8770,14616,6244,7373,37003
72,Iraq,2,2016,IRQ-16/3884/ST/P/INGO/2633,6612,7389,2722,2722,19445,5250,3118,7152,10172,25692
72,Iraq,2,2016,IRQ-16/3884/ST/P/INGO/2634,2040,3360,2040,3160,10600,1637,1692,1691,1650,6670
72,Iraq,2,2016,IRQ-16/3884/ST/NFIs/UN/2639,404,606,942,1413,3365,404,606,942,1413,3365
72,Iraq,2,2016,IRQ-16/3884/ST/WASH/INGO/2647,1870,1946,1658,1726,7200,1887,1969,1678,1747,7281
72,Iraq,2,2016,IRQ-16/3884/ST/NFIs/INGO/2649,2242,2073,2242,1904,8461,2206,2802,2292,2792,10092
72,Iraq,2,2016,IRQ-16/3884/ST/CASH/INGO/2655,450,450,450,450,1800,492,516,434,419,1861
72,Iraq,2,2016,IRQ-16/3884/ST/WASH/INGO/2656,7377,7377,6285,6285,27324,2957,2957,2518,2518,10950
72,Iraq,2,2016,IRQ-16/3884/ST/P/INGO/2657,875,875,2200,2200,6150,1091,895,2417,2115,6518
72,Iraq,2,2016,IRQ-16/3884/ST/NFIs/INGO/2661,1011,1050,894,933,3888,1052,1159,807,902,3920
72,Iraq,2,2016,IRQ-16/3884/ST/WASH/INGO/2662,6423,6722,5729,5926,24800,10055,10442,8894,9282,38673
72,Iraq,2,2016,IRQ-16/3884/ST/CASH/INGO/2666,1756,1829,1272,1323,6180,1522,1844,1521,1470,6357
72,Iraq,2,2016,IRQ-16/3884/ST/WASH/INGO/2668,3176,2816,3580,3175,12747,0,0,0,0,0
72,Iraq,2,2016,IRQ-16/3884/ST/H/UN/2669,104370,108630,69580,72420,355000,139834,145541,93222,97028,475625
72,Iraq,2,2016,IRQ-16/3884/ST/WASH/INGO/2670,4300,4838,3400,3782,16320,11840,12071,10025,10202,44138
72,Iraq,2,2016,IRQ-16/3884/ST/NFIs/INGO/2672,2690,2806,1952,2032,9480,2700,2829,3030,2834,11393
72,Iraq,2,2016,IRQ-16/3884/ST/P/UN/2673,75,75,0,0,150,62,70,0,0,132
72,Iraq,2,2016,IRQ-16/3884/ST/WASH/INGO/2674,26500,31800,23850,23850,106000,27650,32900,24250,24800,109600
72,Iraq,2,2016,IRQ-16/3884/ST/CCCM/INGO/2675,200,200,0,0,400,200,200,0,0,400
72,Iraq,2,2016,IRQ-16/3884/ST/NFIs/O/2681,1885,1811,1512,1452,6660,1865,1798,1532,1465,6660
72,Iraq,2,2016,IRQ-16/3884/ST/WASH/O/2682,3536,3396,2835,2724,12491,2854,2714,2270,2153,9991
72,Iraq,2,2016,IRQ-16/3884/ST/CCCM/INGO/2685,1570,1630,1380,1440,6020,8128,8440,7190,7503,31261
72,Iraq,2,2016,IRQ-16/3884/ST/F/INGO/2690,11385,17710,15813,18342,63250,6350,9730,10680,11400,38160
72,Iraq,2,2016,IRQ-16/3884/ST/H/UN/2691,0,111360,151175,148381,410916,0,76064,137773,132595,346432
72,Iraq,2,2016,IRQ-16/3884/ST/CCS/INGO/2695,200,200,0,0,400,200,200,0,0,400
72,Iraq,2,2016,IRQ-16/3884/ST/WASH/UN/2703,46958,57393,46956,57393,208700,57150,69850,57150,69850,254000
72,Iraq,2,2016,IRQ-16/3884/ST/ELSC/INGO/2795,760,789,672,701,2922,609,617,933,865,3024
72,Iraq,2,2016,IRQ-16/3884/ST/ELSC/INGO/2798,1249,1458,1146,1354,5207,1194,1078,1057,1321,4650
72,Iraq,2,2016,IRQ-16/3884/ST/E/UN/2869,320,330,15000,15000,30650,0,0,8768,8424,17192
72,Iraq,2,2016,IRQ-16/3884/ST/P/INGO/3131,4591,10712,4591,10711,30605,18273,20004,9718,22292,70287
72,Iraq,2,2016,IRQ-16/3884/ST/H/INGO/3132,29468,52633,1905,2050,86056,40352,50971,11711,12586,115620
72,Iraq,1,2016,IRQ-16/3884/R/CCCM/INGO/3154,4600,6500,5200,5300,21600,4831,4873,3496,3703,16903
72,Iraq,1,2016,IRQ-16/3884/R/CCCM/UN/3158,1380,1620,1440,1560,6000,930,1209,1355,1690,5184
72,Iraq,1,2016,IRQ-16/3884/R/H-RRM/UN/3361,0,169000,0,18500,187500,0,141400,0,15540,156940
72,Iraq,1,2016,IRQ-16/3884/R/WASH/UN/3366,22500,27500,22500,27500,100000,22391,27370,22391,27370,99522
72,Iraq,1,2016,IRQ-16/3884/R/RRM/UN/3403,49410,49410,43920,40260,183000,47367,47367,42105,38596,175435
72,Iraq,1,2016,IRQ-16/3884/R/H/UN/3404,0,60000,86700,83300,230000,0,52940,78540,75460,206940
72,Iraq,2,2016,IRQ-16/3884/S/F/NGO/3486,3810,3966,3246,3378,14400,3404,3225,3665,4340,14634
72,Iraq,2,2016,IRQ-16/3884/S/H/NGO/3494,18043,17863,12214,11880,60000,20791,20587,14073,13690,69141
72,Iraq,2,2016,IRQ-16/3884/S/F/NGO/3503,11000,14500,20250,20250,66000,19567,13666,17735,17737,68705
72,Iraq,2,2016,IRQ-16/3884/S/H/INGO/3509,1570,1203,460,462,3695,8,6,3,3,20
72,Iraq,2,2016,IRQ-16/3884/S/H/INGO/3528,8640,10440,8460,8460,36000,7760,9918,7614,8206,33498
72,Iraq,2,2016,IRQ-16/3884/S/E/INGO/3536,634,634,2500,2500,6268,1465,1105,6856,6144,15570
72,Iraq,2,2016,IRQ-16/3884/S/H/NGO/3545,2184,2340,1560,1716,7800,4434,4398,1400,1274,11506
72,Iraq,2,2016,IRQ-16/3884/S/WASH-H-NFIs-F/INGO/3549,1320,1260,1782,1638,6000,2276,2172,3102,2793,10343
72,Iraq,2,2016,IRQ-16/3884/S/NFIs/NGO/3550,610,715,1850,2020,5195,1348,1463,1762,2068,6641
72,Iraq,2,2016,IRQ-16/3884/S/CASH/INGO/3551,1493,1727,1708,1627,6555,1544,1786,1818,1733,6881
72,Iraq,2,2016,IRQ-16/3884/S/F/NGO/3566,1444,1387,1500,2300,6631,1326,1266,1898,2062,6552
72,Iraq,2,2016,IRQ-16/3884/S/P/INGO/3579,2100,3500,2400,2900,10900,2572,2144,2060,1899,8675
72,Iraq,2,2016,IRQ-16/3884/S/WASH/UN/3581,56250,68750,56250,68750,250000,57166,59500,50695,52764,220125
72,Iraq,2,2016,IRQ-16/3884/S/F/INGO/3646,10736,11340,9472,9852,41400,10804,11245,9581,9972,41602
72,Iraq,2,2016,IRQ-16/3884/S/H-P/INGO/3650,7584,12696,1896,3024,25200,5703,11195,5723,9315,31936
72,Iraq,2,2016,IRQ-16/3884/S/NFIs/INGO/3656,5515,5334,5176,5005,21030,8829,8539,8286,8012,33666
72,Iraq,2,2016,IRQ-16/3884/S/P/UN/3660,7000,7000,11500,11500,37000,423,444,6126,7809,14802
72,Iraq,2,2016,IRQ-16/3884/S/P/INGO/3664,87500,87500,87500,87500,350000,87500,87500,87500,87500,350000
72,Iraq,2,2016,IRQ-16/3884/S/P/UN/3665,0,95000,0,13000,108000,0,50553,0,43153,93706
72,Iraq,2,2016,IRQ-16/3884/S/RRM/UN/3668,0,86400,0,21600,108000,0,89856,0,22464,112320
72,Iraq,2,2016,IRQ-16/3884/S/NFIs-H-F/INGO/3671,11906,12899,9355,10135,44295,9840,10644,7718,8377,36579
72,Iraq,2,2016,IRQ-16/3884/S/E/NGO/3673,70,70,1000,1000,2140,84,35,1186,974,2279
72,Iraq,2,2016,IRQ-16/3884/S/WASH/NGO/3674,150,600,300,450,1500,150,600,300,450,1500
72,Iraq,2,2016,IRQ-16/3884/S/H/UN/3680,0,84000,3150,21000,108150,0,96861,3214,24215,124290
72,Iraq,2,2016,IRQ-16/3884/S/CASH/INGO/3683,1336,1336,1188,1090,4950,997,1016,1334,1232,4579
72,Iraq,2,2016,IRQ-16/3884/S/NFIs/INGO/3689,2645,2645,5290,5290,15870,926,913,67,68,1974
72,Iraq,2,2016,IRQ-16/3884/S/P-E/INGO/3693,3120,7080,8000,8000,26200,11887,13158,34153,31029,90227
72,Iraq,2,2016,IRQ-16/3884/S/WASH/INGO/3694,2493,2595,2211,2301,9600,5066,5498,4256,4478,19298
72,Iraq,2,2016,IRQ-16/3884/S/NFIs/INGO/3695,2294,3441,2693,4040,12468,815,1194,958,1413,4380
72,Iraq,2,2016,IRQ-16/3884/S/F-NFIs/NGO/3699,2624,2654,2378,2244,9900,2624,2654,2378,2244,9900
72,Iraq,2,2016,IRQ-16/3884/S/F/NGO/3702,7314,11766,6360,6360,31800,7182,11504,6277,6310,31273
72,Iraq,2,2016,IRQ-16/3884/S/NFIs/INGO/3707,2000,2000,4000,4000,12000,8418,7666,6708,6061,28853
72,Iraq,2,2016,IRQ-16/3884/S/NFIs/INGO/3708,2925,3038,2587,2700,11250,5048,5016,4480,4453,18997
72,Iraq,2,2016,IRQ-16/3884/S/NFIs-WASH/INGO/3709,1000,1000,2000,2000,6000,1000,1000,2000,2000,6000
72,Iraq,2,2016,IRQ-16/3884/S/CCCM/INGO/3710,16324,16110,22896,24670,80000,20889,20615,29299,31569,102372
72,Iraq,2,2016,IRQ-16/3884/S/WASH/INGO/3717,3577,3577,3048,3048,13250,1674,2347,2950,2997,9968
72,Iraq,2,2016,IRQ-16/3884/S/WASH/INGO/3718,2500,2500,5000,5000,15000,28794,28794,23652,21596,102836
72,Iraq,2,2016,IRQ-16/3884/S/F-NFIs/INGO/3720,1240,1240,2480,2480,7440,2185,2185,4370,4370,13110
72,Iraq,2,2016,IRQ-16/3884/S/P/NGO/3722,37550,37550,37500,37500,150100,130000,120000,128000,122000,500000
72,Iraq,2,2016,IRQ-16/3884/S/NFIs/INGO/3727,450,450,450,450,1800,150,165,150,160,625
72,Iraq,2,2016,IRQ-16/3884/S/WASH/INGO/3729,5616,5832,5184,4968,21600,3551,4090,4865,4803,17309
72,Iraq,2,2016,IRQ-16/3884/S/WASH/INGO/3731,6125,7350,5512,5513,24500,7050,8460,6344,6346,28200
72,Iraq,2,2016,IRQ-16/3884/S/CCCM/INGO/3733,200,200,0,0,400,750,750,0,0,1500
72,Iraq,2,2016,IRQ-16/3884/S/WASH/INGO/3735,17547,17547,16197,16197,67488,18860,18860,17409,17409,72538
72,Iraq,2,2016,IRQ-16/3884/S/F/NGO/3740,11025,12075,13650,15750,52500,13779,13976,15851,14668,58274
72,Iraq,2,2016,IRQ-16/3884/S/E/INGO/3746,40,40,1700,1700,3480,92,79,1700,1700,3571
72,Iraq,2,2016,IRQ-16/3884/S/H/INGO/3776,8040,8710,3960,4290,25000,7477,8100,3683,3990,23250
72,Iraq,2,2016,IRQ-16/3884/S/NFIs/NGO/3888,4380,5050,1642,1928,13000,4494,5178,1694,1963,13329
72,Iraq,2,2016,IRQ-16/3884/S/H/INGO/3892,1393,1333,1352,1969,6047,1013,969,983,1432,4397
72,Iraq,2,2016,IRQ-16/3884/S/F/NGO/3907,1159,1390,1201,1250,5000,4353,4440,4370,4237,17400
72,Iraq,2,2016,IRQ-16/3884/S/WASH/NGO/3931,936,936,1014,1014,3900,813,860,1123,1191,3987
72,Iraq,2,2016,IRQ-16/3884/S/H/NGO/3932,7219,7143,4932,4706,24000,3249,3213,2220,2118,10800
72,Iraq,2,2016,IRQ-16/3884/S/NFIs/UN/3936,23364,31150,46726,54514,155754,30995,41327,61990,72322,206634
72,Iraq,2,2016,IRQ-16/3884/S/E/INGO/3944,60,60,2685,1790,4595,70,50,4222,4018,8360
72,Iraq,2,2016,IRQ-16/3884/S/P/UN/3950,3165,6990,3150,6975,20280,40383,50828,42708,50684,184603
72,Iraq,2,2016,IRQ-16/3884/S/WASH/INGO/3951,2000,2500,2500,3000,10000,2100,2700,3500,3700,12000
72,Iraq,2,2016,IRQ-16/3884/S/NFIs/INGO/3953,2498,3529,4164,4167,14358,4421,4542,7134,5362,21459
72,Iraq,2,2016,IRQ-16/3884/S/WASH/INGO/3954,1294,1346,2020,1940,6600,2098,2378,3018,2863,10357
72,Iraq,2,2016,IRQ-16/3884/S/CASH/INGO/3956,720,884,1598,1598,4800,1293,1326,1435,1474,5528
72,Iraq,2,2016,IRQ-16/3884/S/P/INGO/3959,3430,3570,5159,5369,17528,11012,11007,31612,29740,83371
72,Iraq,2,2016,IRQ-16/3884/S/E/INGO/3965,517,713,2100,2100,5430,198,47,7325,6280,13850
72,Iraq,2,2016,IRQ-16/3884/S/WASH/NGO/3966,550,650,550,650,2400,422,459,525,484,1890
72,Iraq,2,2016,IRQ-16/3884/S/NFIs/UN/3967,25000,30000,33000,32000,120000,25000,30000,33000,32000,120000
72,Iraq,2,2016,IRQ-16/3884/S/E/INGO/3971,26,26,6784,4856,11692,126,95,7603,6683,14507
72,Iraq,2,2016,IRQ-16/3884/S/WASH/UN/3975,2570,3430,2570,3430,12000,894,984,1489,1433,4800
72,Iraq,2,2016,IRQ-16/3884/S/WASH/INGO/3977,2162,2247,2384,2207,9000,2877,2907,2777,2673,11234
72,Iraq,2,2016,IRQ-16/3884/S/WASH/NGO/3984,2000,2000,3000,3000,10000,1854,2146,2850,3150,10000
72,Iraq,2,2016,IRQ-16/3884/S/CCS/INGO/4207,50,50,26,26,152,50,50,26,26,152
72,Iraq,2,2016,IRQ-16/3884/S/WASH/UN/4419,12150,14850,12150,14850,54000,24750,24750,20250,30250,100000
72,Iraq,1,2017,IRQ-17/3884/R/F/NGO/4719,650,280,50,20,1000,625,375,0,0,1000
72,Iraq,1,2017,IRQ-17/3884/R/P/NGO/4757,600,600,0,850,2050,633,679,0,2076,3388
72,Iraq,1,2017,IRQ-17/3884/R/WASH/NGO/4851,2760,2285,3150,3100,11295,2981,2297,3305,3376,11959
72,Iraq,1,2017,IRQ-17/3884/R/ELSC/NGO/4943,90,50,45,15,200,134,66,0,0,200
72,Iraq,1,2017,IRQ-17/3884/R/WASH/NGO/4949,400,300,2405,1595,4700,0,0,0,0,0
72,Iraq,1,2017,IRQ-17/3884/R/E/NGO/4951,13,13,3593,4192,7811,13,13,3593,4192,7811
72,Iraq,1,2017,IRQ-17/3884/R/NFIs/NGO/4953,105,165,390,440,1100,204,250,280,374,1108
72,Iraq,1,2017,IRQ-17/3884/R/ELSC/NGO/4957,150,100,30,20,300,162,138,0,0,300
72,Iraq,1,2017,IRQ-17/3884/R/P/NGO/4967,700,5900,600,1600,8800,638,770,486,759,2653
72,Iraq,1,2017,IRQ-17/3884/R/P/NGO/4971,600,2500,2200,2200,7500,4224,4463,5636,5905,20228
72,Iraq,1,2017,IRQ-17/3884/R/P/NGO/4972,6000,6000,8000,8000,28000,10589,8842,26234,27508,73173
72,Iraq,1,2017,IRQ-17/3884/R/H/NGO/4974,12841,13367,1270,1322,28800,12680,12200,3560,3740,32180
72,Iraq,1,2017,IRQ-17/3884/R/P/NGO/4976,4000,500,400,400,5300,2075,770,1584,1167,5596
72,Iraq,1,2017,IRQ-17/3884/IHPF 2017 RA/WASH/INGO/5069,11250,13500,10125,10125,45000,8815,13223,15536,17519,55093
72,Iraq,2,2017,IRQ-17/3884/ST/WASH/INGO/5364,12985,13515,11515,11985,50000,37424,39376,34165,35363,146328
72,Iraq,2,2017,IRQ-17/3884/ST/P/INGO/5377,6000,6000,9000,9000,30000,6685,6112,9968,9275,32040
72,Iraq,2,2017,IRQ-17/3884/ST/H/INGO/5393,11760,12322,9296,8871,42249,30037,48196,18367,19916,116516
72,Iraq,2,2017,IRQ-17/3884/ST/H/NGO/5411,8908,9550,6364,7002,31824,25270,33134,9289,9713,77406
72,Iraq,2,2017,IRQ-17/3884/ST/H/INGO/5423,10267,12053,11160,11160,44640,10496,11707,10646,8464,41313
72,Iraq,2,2017,IRQ-17/3884/ST/NFIs/INGO/5434,2126,2126,4252,4252,12756,2126,2126,4252,4252,12756
72,Iraq,2,2017,IRQ-17/3884/ST/E/NGO/5435,60,58,1110,1110,2338,81,37,1748,1657,3523
72,Iraq,2,2017,IRQ-17/3884/ST/H/NGO/5440,3474,3437,2374,2265,11550,1955,1934,1336,1275,6500
72,Iraq,2,2017,IRQ-17/3884/ST/F/INGO/5453,2126,2126,4252,4252,12756,2138,2138,4276,4276,12828
